Date,Time,PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Next_5_days_C6H6(GT),Next_10_days_C6H6(GT)
3/22/2004,3:00:00,842,0.7,468,1813,1274,394,16.9,53.9,1.0309,3.8,4
3/22/2004,4:00:00,854,0.8,481,1756,1304,396,16.1,55.9,1.0153,3.8,2.4
3/22/2004,5:00:00,845,0.7,472,1786,1278,378,16.5,53.9,1.0049,1.9,2.9
3/22/2004,6:00:00,942,2,586,1480,1373,432,16.4,54,0.9979,2.4,7.4
3/22/2004,7:00:00,1090,5.1,768,1072,1538,699,15.7,57.6,1.0195,3.3,19.8
3/22/2004,8:00:00,1514,17.7,1230,732,1996,1252,15.8,53.7,0.9571,6.7,31.9
3/22/2004,9:00:00,1379,18.4,1252,711,1962,1237,17.4,42.1,0.8281,8.5,21
3/22/2004,10:00:00,1074,6.9,854,1032,1484,772,17.9,38.4,0.7793,9.7,11.7
3/22/2004,11:00:00,1090,7.3,868,1026,1509,766,18.5,36.7,0.7764,9.4,6.8
3/22/2004,12:00:00,1110,9.6,964,947,1577,829,21,29.6,0.7263,9,7.4
3/22/2004,13:00:00,1102,10.4,994,955,1599,783,21.3,28.1,0.7067,10,8.6
3/22/2004,17:00:00,1152,12.4,1062,928,1606,850,20.2,28.5,0.6682,11.2,16.4
3/22/2004,18:00:00,1407,18.3,1249,720,1932,1276,17,43.1,0.8264,12.4,21.2
3/22/2004,19:00:00,1438,21,1325,678,1993,1401,15.6,47.4,0.8347,12.9,25
3/22/2004,20:00:00,1425,21,1325,678,1965,1356,15.3,47.4,0.8178,12.2,20.2
3/22/2004,21:00:00,1279,14.5,1131,775,1758,1243,14.5,49.7,0.8177,8.8,10.8
3/22/2004,22:00:00,1132,8.4,916,920,1561,1083,13.9,52,0.8231,6.8,9.9
3/22/2004,23:00:00,1006,4.3,729,1142,1370,795,14.5,49.4,0.8106,8.6,8.5
3/23/2004,0:00:00,982,3.8,700,1204,1359,735,13.8,51.4,0.8071,8.9,8
3/23/2004,1:00:00,969,2.7,636,1271,1309,684,14,51.3,0.8163,8.3,5.6
3/23/2004,2:00:00,941,2.5,621,1298,1330,714,13,56.8,0.8444,6.3,3.2
3/23/2004,3:00:00,892,1.2,522,1522,1285,456,11,70,0.9215,8.3,3.3
3/23/2004,4:00:00,855,0.8,478,1701,1261,401,10.1,76.8,0.9483,5.1,2.8
3/23/2004,5:00:00,834,0.6,459,1908,1212,361,8.8,80.5,0.9147,2.6,2.6
3/23/2004,6:00:00,909,1.8,567,1542,1287,418,9.6,75.4,0.9004,3.6,4.3
3/23/2004,7:00:00,1061,4.6,745,1178,1429,616,9.8,75,0.9093,3.6,13
3/23/2004,8:00:00,1441,14.2,1124,851,1829,1089,10,74.2,0.9117,4.7,20.3
3/23/2004,9:00:00,1498,21,1325,684,2095,1329,11.2,69.7,0.9232,7.5,20.7
3/23/2004,10:00:00,1343,16.2,1185,760,1857,1311,12,62.9,0.8803,9,15.9
3/23/2004,11:00:00,1308,15.5,1166,792,1794,1236,12.8,55.8,0.821,9.5,14.2
3/23/2004,12:00:00,1209,13.4,1097,837,1746,1147,13.1,54.8,0.8234,7.7,15.9
3/23/2004,13:00:00,1310,16.9,1207,770,1847,1301,13.8,53.4,0.8351,5.7,16.1
3/23/2004,14:00:00,1171,12.4,1064,881,1639,1097,16,42.4,0.7674,3.8,14.7
3/23/2004,15:00:00,1112,10.1,980,924,1589,900,14.1,49.8,0.7971,4.8,14
3/23/2004,16:00:00,1132,8.7,927,944,1570,781,12,61.1,0.8537,4.3,13.6
3/23/2004,17:00:00,1225,13.8,1111,818,1719,1013,13.6,54.6,0.8465,4.1,19.7
3/23/2004,18:00:00,1065,9.3,953,962,1514,790,13.7,49.5,0.7695,4.7,23.3
3/23/2004,19:00:00,1236,13,1084,854,1688,1059,11.7,57.1,0.7822,6.2,24.1
3/23/2004,20:00:00,1309,14.3,1126,812,1722,1205,11.5,58.2,0.7867,5.5,25.4
3/23/2004,21:00:00,1089,7.6,884,1006,1487,975,12.6,54.2,0.7881,3.3,14.1
3/23/2004,22:00:00,1000,5.3,776,1141,1375,896,12,54.9,0.7664,3.2,10.1
3/23/2004,23:00:00,1041,5.4,782,1105,1425,911,11,61.4,0.8057,2.9,12.1
3/24/2004,0:00:00,1045,4.9,756,1137,1411,902,11.1,62.2,0.8199,2.2,9
3/24/2004,1:00:00,997,4.6,744,1151,1405,832,10.8,62.5,0.8082,1.3,6.3
3/24/2004,2:00:00,948,2.7,634,1320,1326,715,11.3,60,0.8025,1.1,5.3
3/24/2004,3:00:00,878,1.6,551,1493,1272,683,10.6,61.6,0.7856,1.3,3.8
3/24/2004,4:00:00,908,1.7,559,1477,1287,721,10.2,62.7,0.7813,1.2,3
3/24/2004,5:00:00,892,1.2,522,1572,1255,648,10.9,58.6,0.7628,1.7,3.3
3/24/2004,6:00:00,954,1.7,561,1496,1255,612,10.8,57.2,0.7382,2.9,3.5
3/24/2004,7:00:00,1045,4.8,751,1186,1403,800,10.4,59.2,0.7455,14.3,9.5
3/24/2004,8:00:00,1383,13.8,1109,832,1706,1173,11,57.3,0.7501,19.7,15.2
3/24/2004,9:00:00,1597,23.7,1395,652,2080,1519,11.2,56.9,0.7565,5.5,14.3
3/24/2004,10:00:00,1318,14.2,1124,762,1770,1287,12.1,54.9,0.7734,5.6,11.2
3/24/2004,11:00:00,1138,8,898,950,1505,966,15.1,44.3,0.7535,5.8,11.4
3/24/2004,12:00:00,1098,6.7,842,1012,1440,828,15.6,40.6,0.7146,5.5,13.4
3/24/2004,13:00:00,1118,8.7,927,959,1477,825,16.9,34.6,0.6597,6.5,10.6
3/24/2004,14:00:00,1170,10.8,1009,879,1566,872,16.6,35.6,0.6697,5.5,10.8
3/24/2004,15:00:00,1112,6.7,842,1015,1494,680,11.3,63.9,0.8554,5.2,11.9
3/24/2004,16:00:00,1390,11.4,1028,829,1730,1002,9.6,81.1,0.972,5.8,13.5
3/24/2004,17:00:00,1353,13.4,1096,774,1783,1159,11.7,69.1,0.9497,7.9,15.2
3/24/2004,18:00:00,1260,12,1050,828,1722,979,10.7,68.5,0.8794,10.2,17.1
3/24/2004,19:00:00,1501,20.2,1302,681,2008,1311,10.7,67.3,0.8643,8.2,26.7
3/24/2004,20:00:00,1273,14.4,1130,795,1744,1071,10.8,65.7,0.8486,5.7,14.2
3/24/2004,21:00:00,1179,9.4,955,928,1571,899,10.3,66.3,0.8336,3.8,8.5
3/24/2004,22:00:00,1047,5.9,809,1064,1435,766,10.1,66.9,0.8248,4,14.3
3/24/2004,23:00:00,973,4.5,739,1186,1354,589,10.4,61.1,0.7717,2.8,9.3
3/25/2004,0:00:00,997,4.5,737,1168,1341,631,10.3,59.9,0.7516,2.6,7.8
3/25/2004,1:00:00,970,2.5,621,1400,1249,479,11,58.4,0.7686,1.8,6.7
3/25/2004,2:00:00,902,1.8,568,1450,1253,479,9.1,68.1,0.789,1.7,5.4
3/25/2004,3:00:00,921,1.4,538,1564,1224,417,9.5,68.2,0.8091,1.4,5.6
3/25/2004,4:00:00,858,0.9,490,1707,1212,378,9.3,72.3,0.8496,1.3,3.5
3/25/2004,5:00:00,878,0.6,457,1935,1158,344,9.9,66.8,0.8152,2.3,3
3/25/2004,6:00:00,893,1.4,540,1604,1268,413,7.6,83.2,0.8695,5.3,4.4
3/25/2004,7:00:00,1038,3.8,697,1260,1383,605,8.1,79,0.8544,13.4,3.5
3/25/2004,8:00:00,1320,11.6,1035,902,1721,991,8.7,74.6,0.8429,23.8,4.2
3/25/2004,9:00:00,1353,17.8,1235,740,1937,1175,8.6,75.1,0.8415,21.5,8
3/25/2004,10:00:00,1133,8.8,933,969,1552,923,9.7,69.7,0.8389,21,9
3/25/2004,11:00:00,1066,6.8,849,1039,1468,829,11,64.4,0.8447,18.4,8.1
3/25/2004,12:00:00,1027,5.9,809,1081,1442,733,13.6,53,0.8209,18.9,8.6
3/25/2004,13:00:00,1106,8.9,935,958,1570,819,14.2,48.4,0.778,17.1,7.1
3/25/2004,14:00:00,1038,8.2,907,976,1492,723,14.2,46.3,0.7438,10.4,5.6
3/25/2004,15:00:00,1084,8.6,924,986,1501,786,16,41.3,0.7462,8,10
3/25/2004,16:00:00,1105,10.1,982,939,1545,850,17.7,35.4,0.7094,6.2,10.5
3/25/2004,17:00:00,1102,9.4,957,968,1527,820,17.1,37.4,0.7225,9.7,10.1
3/25/2004,18:00:00,1240,14.6,1137,836,1748,991,14.9,40.5,0.6835,9.6,10
3/25/2004,19:00:00,1443,24.6,1418,666,2060,1454,13.4,47.8,0.7293,11.9,13
3/25/2004,20:00:00,1389,21.6,1341,692,1982,1488,12.6,52.5,0.7642,8.7,10.5
3/25/2004,21:00:00,1183,10.3,989,904,1539,1205,12.2,53.2,0.7555,4.7,5.2
3/25/2004,22:00:00,1014,5.7,798,1083,1376,909,10.6,56.1,0.714,3.8,6.9
3/25/2004,23:00:00,979,4.5,736,1154,1324,769,9.9,59.5,0.7276,4.7,6.4
3/26/2004,0:00:00,1048,5.5,787,1098,1373,835,9.6,61.1,0.7323,3.8,4.7
3/26/2004,1:00:00,1024,4.8,753,1131,1357,793,9.7,61.6,0.7425,2.7,2.4
3/26/2004,2:00:00,974,3.6,690,1208,1313,733,9.4,62.6,0.7398,2.8,2.2
3/26/2004,3:00:00,862,1.7,561,1449,1219,502,8.2,68.5,0.7455,1,1.1
3/26/2004,4:00:00,925,2.2,602,1398,1263,562,8,69.4,0.7459,0.8,0.9
3/26/2004,5:00:00,952,3,654,1210,1312,832,7.7,72.4,0.7655,1.5,3.1
3/26/2004,6:00:00,1005,4,713,1130,1363,924,8,71.8,0.7711,3.5,6.2
3/26/2004,7:00:00,1122,6.7,842,1015,1438,974,8.5,66.3,0.7375,15.6,13.2
3/26/2004,8:00:00,1351,16.7,1201,783,1828,1307,9.8,59.6,0.7214,19.9,25.8
3/26/2004,9:00:00,1408,19.3,1278,682,1928,1481,11.2,57,0.7544,8.6,18.2
3/26/2004,10:00:00,1304,14.8,1142,772,1747,1405,14.8,44.1,0.7407,6.5,14.3
3/26/2004,11:00:00,1207,13.4,1098,826,1664,1195,16.8,35.3,0.6729,7.7,13.7
3/26/2004,12:00:00,1099,11,1014,948,1503,868,19.2,27.1,0.5976,11.3,15.7
3/26/2004,13:00:00,1106,12.5,1068,915,1535,874,19.1,26.2,0.5741,9.1,15.4
3/26/2004,14:00:00,1009,8.4,916,1015,1391,738,16.3,30.8,0.5683,11.2,12.6
3/26/2004,15:00:00,962,5.3,776,1152,1279,550,14.2,36.8,0.5922,13.5,9.8
3/26/2004,16:00:00,1093,8.8,933,976,1454,777,13.4,41,0.6292,10.1,9.6
3/26/2004,17:00:00,1180,11.2,1023,886,1588,966,14.2,43.3,0.6982,11.3,16.3
3/26/2004,18:00:00,1168,11.6,1037,868,1580,990,12.1,45.6,0.6403,11.8,19.8
3/26/2004,19:00:00,1168,12.4,1063,876,1540,944,10.4,48,0.6046,11.5,18
3/26/2004,20:00:00,1140,10.6,1000,916,1490,962,10,51.1,0.628,9.3,13.6
3/26/2004,21:00:00,1001,6,811,1097,1308,778,9.8,50.8,0.6172,5.5,8.7
3/26/2004,22:00:00,953,4.6,743,1185,1252,690,9.7,50.4,0.6063,5.1,7.7
3/26/2004,23:00:00,972,4.1,715,1237,1258,644,9.9,50.2,0.6103,4.8,7.3
3/27/2004,0:00:00,1021,5.2,776,1144,1307,753,9.4,53.4,0.63,6.3,4.1
3/27/2004,1:00:00,940,3.2,664,1290,1232,646,8.6,57.8,0.6488,5.1,2.7
3/27/2004,2:00:00,1046,4.5,736,1142,1312,838,8.1,62.1,0.6746,4.1,1.5
3/27/2004,3:00:00,1026,3.8,699,1191,1292,851,7.9,63.5,0.6777,4,1.9
3/27/2004,4:00:00,983,3.8,698,1209,1296,801,7.4,64.8,0.6683,2.4,1.8
3/27/2004,5:00:00,915,1.9,578,1417,1212,665,8.2,58.9,0.6444,2.9,3.4
3/27/2004,6:00:00,935,2.4,615,1373,1250,717,6.3,66.6,0.641,7.4,8.5
3/27/2004,7:00:00,976,3.3,669,1270,1266,795,7.2,62.9,0.6396,19.8,24.1
3/27/2004,8:00:00,1124,6.7,842,1050,1418,936,7.2,63.9,0.65,31.9,33.7
3/27/2004,9:00:00,1163,8.5,919,922,1530,1076,11.1,50.5,0.6654,21,22
3/27/2004,10:00:00,1167,9.7,966,942,1520,1016,15.5,36.1,0.6313,11.7,14.1
3/27/2004,11:00:00,1121,9.4,955,992,1451,834,17.8,29.2,0.592,6.8,7.6
3/27/2004,12:00:00,1071,9,940,994,1449,756,17.6,30.1,0.6013,7.4,14.5
3/27/2004,13:00:00,1065,10,979,950,1467,766,19.1,26.8,0.5861,8.6,13.6
3/27/2004,17:00:00,1119,11.2,1022,916,1508,853,17.1,31.3,0.6038,16.4,14
3/27/2004,18:00:00,1210,12.4,1062,886,1586,981,15.8,36.1,0.644,21.2,15
3/27/2004,19:00:00,1306,12.9,1079,827,1621,1286,14.7,40.1,0.6657,25,15.1
3/27/2004,20:00:00,1258,12.2,1057,841,1633,1244,13.6,44.9,0.6991,20.2,14.8
3/27/2004,21:00:00,1148,8.8,930,948,1475,1056,12.5,48.1,0.6946,10.8,8.5
3/27/2004,22:00:00,1108,6.8,848,1023,1421,1003,11.8,50.8,0.7042,9.9,5.9
3/27/2004,23:00:00,1231,8.6,924,906,1483,1245,10.9,56.1,0.7326,8.5,4.8
3/28/2004,0:00:00,1293,8.9,937,930,1464,1200,10.9,55.9,0.7277,8,4
3/28/2004,1:00:00,1274,8.3,912,939,1451,1188,10.3,58.1,0.7278,5.6,2.3
3/28/2004,2:00:00,1135,6.3,827,1013,1395,1070,9.3,62.2,0.7294,3.2,1.4
3/28/2004,3:00:00,1151,8.3,911,935,1501,1075,8.2,66.7,0.7276,3.3,0.7
3/28/2004,4:00:00,1010,5.1,769,1110,1396,895,8.3,64.9,0.7124,2.8,0.7
3/28/2004,5:00:00,870,2.6,626,1325,1284,755,9.6,58.5,0.7,2.6,0.8
3/28/2004,6:00:00,983,3.6,688,1251,1342,806,7.7,66.4,0.699,4.3,3.6
3/28/2004,7:00:00,995,3.6,691,1219,1321,836,7.4,68,0.7043,13,12.9
3/28/2004,8:00:00,1024,4.7,747,1136,1382,897,9.7,58.6,0.7035,20.3,15.7
3/28/2004,9:00:00,1163,7.5,880,959,1486,1073,12.5,50.1,0.7242,20.7,8.6
3/28/2004,10:00:00,1218,9,938,918,1501,1088,16.8,36.9,0.7018,15.9,7.4
3/28/2004,11:00:00,1210,9.5,958,933,1514,1036,19.2,31.3,0.6887,14.2,6.6
3/28/2004,12:00:00,1114,7.7,887,1020,1438,768,21.3,26.4,0.6607,15.9,7.8
3/28/2004,13:00:00,995,5.7,796,1159,1287,587,21.2,23.1,0.5768,16.1,9.1
3/28/2004,14:00:00,927,3.8,700,1285,1189,452,18.6,25,0.5319,14.7,6.1
3/28/2004,15:00:00,1002,4.8,754,1189,1260,470,18,27.3,0.5594,14,7.5
3/28/2004,16:00:00,987,4.3,727,1213,1244,502,18.2,28.3,0.5848,13.6,5.9
3/28/2004,17:00:00,993,4.1,714,1217,1238,516,17,31.4,0.6048,19.7,12.7
3/28/2004,18:00:00,1012,4.7,746,1174,1301,555,15.6,35,0.617,23.3,13.5
3/28/2004,19:00:00,1114,6.2,823,1068,1357,671,14.1,40.2,0.6438,24.1,14.5
3/28/2004,20:00:00,1093,5.5,789,1102,1329,788,13.4,43.2,0.6623,25.4,11
3/28/2004,21:00:00,968,3.3,669,1261,1246,538,12.3,46.8,0.6686,14.1,3.2
3/28/2004,22:00:00,960,3.2,666,1266,1224,544,11.9,46.5,0.6449,10.1,4.3
3/28/2004,23:00:00,942,2.9,648,1300,1204,500,11.5,46.6,0.6319,12.1,7.1
3/29/2004,0:00:00,888,2.2,598,1396,1156,417,10.6,48,0.6135,9,4.8
3/29/2004,1:00:00,818,1.3,524,1588,1071,341,10.7,45.8,0.5895,6.3,5.7
3/29/2004,2:00:00,840,1.1,509,1643,1076,352,10.4,46.6,0.5901,5.3,4.1
3/29/2004,3:00:00,894,1.3,524,1557,1095,397,10.1,47.8,0.5913,3.8,3.3
3/29/2004,4:00:00,864,1.2,516,1496,1153,502,11.3,46.9,0.628,3,1.8
3/29/2004,5:00:00,898,1.7,559,1441,1180,648,10.1,51.2,0.6341,3.3,2.8
3/29/2004,6:00:00,946,2.9,643,1309,1232,760,9.9,50.7,0.6167,3.5,4.8
3/29/2004,7:00:00,1309,14.3,1125,844,1687,1183,8.1,56.8,0.615,9.5,13.8
3/29/2004,8:00:00,1326,19.7,1289,714,1806,1431,10.9,44.1,0.5748,15.2,27.1
3/29/2004,9:00:00,966,5.5,786,1111,1258,705,11.8,37.6,0.5184,14.3,19.1
3/29/2004,10:00:00,975,5.6,793,1133,1254,637,13.9,33.2,0.5222,11.2,11.7
3/29/2004,11:00:00,988,5.8,803,1105,1293,658,15.6,30.1,0.5285,11.4,12.7
3/29/2004,12:00:00,971,5.5,786,1129,1272,546,16.5,29,0.5406,13.4,11.3
3/29/2004,13:00:00,1010,6.5,833,1070,1332,561,17.5,27.9,0.5517,10.6,14.2
3/29/2004,14:00:00,984,5.5,790,1131,1268,532,17.9,26.8,0.5446,10.8,13.9
3/29/2004,15:00:00,962,5.2,776,1131,1247,535,18.2,26.1,0.5387,11.9,13.2
3/29/2004,16:00:00,1012,5.8,801,1098,1289,525,18,27.1,0.5522,13.5,10.7
3/29/2004,17:00:00,1058,7.9,896,996,1358,603,17,28.9,0.5558,15.2,19.7
3/29/2004,18:00:00,1173,10.2,985,905,1477,802,16.1,31.3,0.568,17.1,24
3/29/2004,19:00:00,1127,8.2,907,957,1404,796,14.5,35.4,0.5839,26.7,29.1
3/29/2004,20:00:00,1020,5.7,797,1066,1302,689,13.2,37.9,0.5733,14.2,15.8
3/29/2004,21:00:00,949,3.8,700,1221,1178,553,13.1,34.4,0.517,8.5,7
3/29/2004,22:00:00,930,4,710,1278,1137,509,13.5,28.5,0.4405,14.3,6.3
3/30/2004,23:00:00,1098,4.7,747,1094,1360,764,14.9,43.5,0.7302,6.4,8.4
3/31/2004,0:00:00,1029,3.8,702,1180,1287,639,14.8,41,0.685,4.7,5.4
3/31/2004,1:00:00,973,2.7,631,1287,1240,541,14.8,40.8,0.6814,2.4,6.9
3/31/2004,2:00:00,972,2.8,639,1222,1256,678,14.8,40.8,0.6834,2.2,6.4
3/31/2004,3:00:00,832,1,496,1613,1066,381,14.2,36.1,0.5823,1.1,3.6
3/31/2004,4:00:00,851,0.8,477,1699,1064,343,14.5,36.1,0.5928,0.9,3.3
3/31/2004,5:00:00,909,1.5,545,1473,1131,436,14.6,36,0.5947,3.1,4
3/31/2004,6:00:00,1038,3.5,684,1220,1279,688,14.4,38.5,0.6291,6.2,6
3/31/2004,7:00:00,1636,15.6,1168,721,1926,1438,13.8,58.2,0.9129,13.2,8.2
3/31/2004,8:00:00,1580,19.9,1295,639,1957,1489,13.2,61.1,0.9256,25.8,9.9
3/31/2004,9:00:00,1262,8.6,924,872,1576,1093,10.4,74.4,0.9384,18.2,8.8
3/31/2004,10:00:00,1197,6.5,837,957,1498,965,11.5,71,0.9582,14.3,8.4
3/31/2004,11:00:00,1277,7.7,886,902,1579,1004,12.2,70,0.9924,13.7,7.5
3/31/2004,12:00:00,1430,11.3,1025,779,1772,1166,12.3,73.3,1.0442,15.7,7.8
3/31/2004,13:00:00,1242,9.1,944,846,1638,991,11.3,78.1,1.0411,15.4,6.4
3/31/2004,14:00:00,1349,11.2,1023,804,1748,1054,13.6,69.2,1.0746,12.6,5.1
3/31/2004,15:00:00,1390,13.5,1100,755,1799,1192,14.9,59.3,0.9974,9.8,6.9
3/31/2004,16:00:00,1224,10.1,980,850,1637,1055,15.7,50.9,0.8997,9.6,6.8
3/31/2004,17:00:00,1253,11.3,1026,810,1681,1048,15.2,52.9,0.9087,16.3,7.4
3/31/2004,18:00:00,1312,11.8,1041,821,1712,1073,15.5,50.8,0.8881,19.8,8.7
3/31/2004,19:00:00,1254,11.5,1033,819,1669,1068,14.3,52.9,0.8581,18,11.2
3/31/2004,20:00:00,1198,9.3,953,882,1588,1019,13.2,56,0.8446,13.6,10.5
3/31/2004,21:00:00,1060,5.5,787,1044,1418,833,12.6,57,0.8315,8.7,8.2
3/31/2004,22:00:00,1050,5.1,769,1078,1409,759,12.3,57.8,0.8224,7.7,11.6
3/31/2004,23:00:00,1029,4.8,754,1098,1395,749,12,58.4,0.8164,7.3,9.7
4/1/2004,0:00:00,1143,6.3,825,986,1477,978,12,61.6,0.8593,4.1,5.1
4/1/2004,1:00:00,1044,5.1,770,1031,1425,944,11.5,63.9,0.8652,2.7,4
4/1/2004,2:00:00,1034,4.1,716,1085,1405,891,10.7,67.2,0.863,1.5,3.7
4/1/2004,3:00:00,956,4,713,1099,1422,849,9,73.1,0.8394,1.9,4
4/1/2004,4:00:00,909,2.4,615,1237,1322,790,10.2,66.6,0.8299,1.8,3
4/1/2004,5:00:00,996,2.9,648,1176,1340,852,11,63.7,0.8325,3.4,2.9
4/1/2004,6:00:00,1154,7.4,876,1002,1561,987,9.6,68.8,0.8243,8.5,2.9
4/1/2004,7:00:00,1510,19.8,1291,675,1949,1435,9.5,69.6,0.8273,24.1,3
4/1/2004,8:00:00,1722,31.9,1595,539,2439,1798,11.9,60.9,0.8455,33.7,3.7
4/1/2004,9:00:00,1512,21,1323,631,2001,1677,16.2,48.6,0.8892,22,3.9
4/1/2004,10:00:00,1258,11.7,1040,800,1701,1282,19.2,39.6,0.8693,14.1,6.2
4/1/2004,11:00:00,1094,6.8,850,970,1489,871,19.7,38.4,0.8743,7.6,7.3
4/1/2004,12:00:00,1129,7.4,875,974,1524,759,20.6,36.7,0.8797,14.5,9.2
4/1/2004,13:00:00,1125,8.6,924,937,1542,790,21.8,33.9,0.8771,13.6,4
4/1/2004,17:00:00,1308,16.4,1193,793,1193,1187,23.6,27.5,0.7913,14,3.3
4/1/2004,18:00:00,1529,21.2,1331,700,2028,1399,22.8,32.1,0.8814,15,4
4/1/2004,19:00:00,1592,25,1429,624,2089,1644,20.8,36.7,0.8878,15.1,5.7
4/1/2004,20:00:00,1536,20.2,1302,666,1922,1599,18.3,40.9,0.8493,14.8,3.4
4/1/2004,21:00:00,1192,10.8,1007,827,1604,1223,16.8,44,0.8341,8.5,3.5
4/1/2004,22:00:00,1186,9.9,976,844,1570,1200,15.8,48,0.8569,5.9,2.9
4/1/2004,23:00:00,1203,8.5,920,898,1529,1118,14.9,52,0.8757,4.8,3.1
4/2/2004,0:00:00,1139,8,899,921,1514,1067,14.1,54.4,0.8701,4,1.6
4/2/2004,1:00:00,1072,5.6,795,986,1442,1048,13.3,58.8,0.8922,2.3,1.1
4/2/2004,2:00:00,954,3.2,667,1180,1350,718,13.3,60.9,0.9229,1.4,2
4/2/2004,3:00:00,951,3.3,673,1137,1381,797,11.8,64.3,0.8869,0.7,1.7
4/2/2004,4:00:00,926,2.8,638,1195,1342,749,11.2,65.9,0.8775,0.7,0.7
4/2/2004,5:00:00,968,2.6,628,1197,1372,737,11.3,72.9,0.9738,0.8,0.5
4/2/2004,6:00:00,1067,4.3,727,1055,1448,903,11.4,71.8,0.9671,3.6,0.7
4/2/2004,7:00:00,1386,13,1083,798,1833,1159,11.9,73.7,1.0254,12.9,0.9
4/2/2004,8:00:00,1474,20.3,1306,634,2060,1365,12.6,70.2,1.0221,15.7,1.5
4/2/2004,9:00:00,1569,20.7,1316,634,2054,1510,13.6,65.3,1.0136,8.6,2.2
4/2/2004,10:00:00,1375,15.9,1177,706,1898,1386,16.9,52.3,1.0013,7.4,2.9
4/2/2004,11:00:00,1328,14.2,1123,738,1821,1368,19.4,44.1,0.9855,6.6,3.9
4/2/2004,12:00:00,1341,15.9,1176,748,1825,1347,22.9,33.8,0.9322,7.8,2.8
4/2/2004,13:00:00,1297,16.1,1183,765,1773,1242,23.6,31.3,0.9001,9.1,1.4
4/2/2004,14:00:00,1303,14.7,1139,790,1761,1138,24.7,30.5,0.9371,6.1,1.7
4/2/2004,15:00:00,1281,14,1116,809,1703,1080,26.1,27.3,0.9101,7.5,3.6
4/2/2004,16:00:00,1248,13.6,1103,872,1632,1002,27.6,22.8,0.8288,5.9,3.1
4/2/2004,17:00:00,1382,19.7,1288,778,1799,1212,26.9,22.3,0.7792,12.7,3.5
4/2/2004,18:00:00,1491,23.3,1385,685,1915,1486,24.3,30.1,0.9012,13.5,3.9
4/2/2004,19:00:00,1620,24.1,1407,641,2052,1567,21.2,40.1,0.9978,14.5,5.2
4/2/2004,20:00:00,1693,25.4,1439,618,2083,1723,19.4,42.5,0.9483,11,3.7
4/2/2004,21:00:00,1374,14.1,1121,771,1685,1399,18.5,43,0.9074,3.2,2.7
4/2/2004,22:00:00,1287,10.1,982,841,1582,1291,17.8,47,0.9467,4.3,2.6
4/2/2004,23:00:00,1408,12.1,1052,761,1684,1443,16.8,53.2,1.01,7.1,2.4
4/3/2004,0:00:00,1254,9,941,828,1566,1270,17.1,51.8,0.999,4.8,2
4/3/2004,1:00:00,1141,6.3,827,936,1488,1110,16.2,54.2,0.9933,5.7,1.3
4/3/2004,2:00:00,1141,5.3,777,986,1455,1060,15.1,58.2,0.9886,4.1,1.2
4/3/2004,3:00:00,1042,3.8,697,1056,1410,965,15.1,57.6,0.9796,3.3,1.3
4/3/2004,4:00:00,986,3,651,1145,1380,891,14.5,58,0.9488,1.8,0.9
4/3/2004,5:00:00,1005,3.3,673,1103,1387,905,13.7,61.6,0.9631,2.8,3.1
4/3/2004,6:00:00,1041,3.5,683,1112,1398,899,13.9,59.6,0.9408,4.8,6.9
4/3/2004,7:00:00,1272,9.5,959,846,1660,1136,13.3,61.7,0.9399,13.8,19.1
4/3/2004,8:00:00,1436,15.2,1154,704,1872,1391,15.1,55.8,0.9486,27.1,22.1
4/3/2004,9:00:00,1472,14.3,1126,720,1816,1460,17,50.5,0.9684,19.1,11.8
4/3/2004,10:00:00,1418,11.2,1023,785,1720,1410,19.7,43.3,0.9837,11.7,7.3
4/3/2004,11:00:00,1410,11.4,1030,781,1743,1372,20.7,41.7,1.0092,12.7,8
4/3/2004,12:00:00,1438,13.4,1096,781,1779,1266,23.3,35.8,1.0098,11.3,7.2
4/3/2004,13:00:00,1278,10.6,1000,866,1621,1014,23.8,30.5,0.8897,14.2,7.7
4/3/2004,14:00:00,1257,10.8,1006,915,1573,870,24.8,27,0.8325,13.9,9.7
4/3/2004,15:00:00,1331,11.9,1046,882,1635,905,25,27.5,0.8575,13.2,9.8
4/3/2004,16:00:00,1361,13.5,1102,834,1704,991,25.8,26.5,0.8675,10.7,7.7
4/3/2004,17:00:00,1398,15.2,1156,812,1722,1076,25.1,27.1,0.8496,19.7,15.3
4/3/2004,18:00:00,1483,17.1,1213,764,1798,1249,23.7,28.6,0.8273,24,21.5
4/3/2004,19:00:00,1697,26.7,1471,625,2153,1548,22.1,36.8,0.9681,29.1,21.7
4/3/2004,20:00:00,1459,14.2,1124,736,1823,1300,19.9,47.5,1.0912,15.8,14.6
4/3/2004,21:00:00,1268,8.5,918,873,1602,1029,18.7,50.4,1.0772,7,9.3
4/3/2004,22:00:00,1469,14.3,1128,762,1870,1207,18.1,51.3,1.0587,6.3,9.4
4/4/2004,23:00:00,1188,6.4,829,930,1540,785,15.3,60.8,1.0501,8.4,5.8
4/5/2004,0:00:00,1102,4.7,750,1007,1470,613,14.7,64.4,1.0717,5.4,4.7
4/5/2004,1:00:00,969,2.4,611,1239,1330,430,14.8,63.3,1.0584,6.9,3.1
